Kod;Nazwa;Wypadki drogowe według pojazdu sprawcy;Rok;Wartosc;Jednostka miary;Region_Type
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2007;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2008;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2009;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2010;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2011;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2012;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2013;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2014;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2015;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2016;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2017;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2018;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2019;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2020;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2021;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2022;-;szt.;województwo
200000;DOLNOŚLĄSKIE;hulajnogi elektryczne			;2023;17;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2002;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2003;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2004;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2005;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2006;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2007;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2008;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2009;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2010;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2011;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2012;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2013;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2014;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2015;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2016;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2017;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2018;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2019;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2020;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2021;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2022;-;szt.;województwo
200000;DOLNOŚLĄSKIE;urządzenie transportu osobistego;2023;1;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2002;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2003;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2004;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2005;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2006;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2007;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2008;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2009;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2010;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2011;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2012;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2013;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2014;55;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2015;67;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2016;61;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2017;85;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2018;102;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2019;94;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2020;69;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2021;80;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2022;122;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - ogółem;2023;92;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2002;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2003;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2004;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2005;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2006;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2007;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2008;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2009;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2010;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2011;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2012;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2013;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2014;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2015;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2016;-;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2017;31;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2018;37;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2019;36;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2020;39;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2021;34;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2022;38;szt.;województwo
200000;DOLNOŚLĄSKIE;inne pojazdy - pojazd nieustalony;2023;40;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2002;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2003;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2004;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2005;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2006;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2007;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2008;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2009;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2010;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2011;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2012;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2013;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2014;854;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2015;824;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2016;881;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2017;822;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2018;825;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2019;839;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2020;746;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2021;727;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2022;709;szt.;województwo
400000;KUJAWSKO-POMORSKIE;ogółem;2023;693;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2002;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2003;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2004;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2005;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2006;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2007;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2008;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2009;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2010;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2011;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2012;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2013;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2014;638;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2015;610;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2016;651;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2017;619;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2018;587;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2019;616;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2020;542;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2021;554;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2022;519;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody osobowe;2023;513;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2002;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2003;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2004;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2005;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2006;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2007;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2008;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2009;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2010;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2011;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2012;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2013;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2014;42;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2015;28;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2016;37;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2017;19;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2018;30;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2019;33;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2020;28;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2021;25;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2022;25;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle;2023;23;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2002;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2003;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2004;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2005;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2006;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2007;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2008;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2009;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2010;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2011;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2012;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2013;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2014;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2015;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2016;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2017;4;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2018;7;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2019;7;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2020;6;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2021;4;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2022;3;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motocykle o pojemności silnika do 125 cm3;2023;5;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2002;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2003;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2004;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2005;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2006;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2007;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2008;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2009;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2010;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2011;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2012;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2013;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2014;42;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2015;48;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2016;45;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2017;30;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2018;45;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2019;39;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2020;28;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2021;31;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2022;38;szt.;województwo
400000;KUJAWSKO-POMORSKIE;rowery;2023;47;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2002;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2003;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2004;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2005;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2006;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2007;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2008;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2009;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2010;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2011;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2012;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2013;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2014;33;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2015;32;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2016;30;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2017;26;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2018;24;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2019;22;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2020;20;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2021;15;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2022;18;szt.;województwo
400000;KUJAWSKO-POMORSKIE;motorowery;2023;13;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2002;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2003;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2004;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2005;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2006;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2007;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2008;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2009;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2010;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2011;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2012;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2013;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2014;58;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2015;55;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2016;79;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2017;80;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2018;87;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2019;71;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2020;86;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2021;62;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2022;67;szt.;województwo
400000;KUJAWSKO-POMORSKIE;samochody ciężarowe;2023;59;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2002;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2003;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2004;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2005;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2006;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2007;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2008;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2009;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2010;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2011;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2012;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2013;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2014;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2015;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2016;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2017;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2018;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2019;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2020;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2021;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2022;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;hulajnogi elektryczne			;2023;5;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2002;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2003;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2004;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2005;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2006;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2007;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2008;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2009;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2010;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2011;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2012;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2013;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2014;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2015;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2016;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2017;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2018;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2019;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2020;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2021;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2022;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;urządzenie transportu osobistego;2023;0;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2002;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2003;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2004;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2005;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2006;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2007;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2008;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2009;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2010;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2011;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2012;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2013;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2014;41;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2015;51;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2016;39;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2017;44;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2018;45;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2019;51;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2020;36;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2021;36;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2022;39;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - ogółem;2023;28;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - pojazd nieustalony;2002;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - pojazd nieustalony;2003;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - pojazd nieustalony;2004;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - pojazd nieustalony;2005;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - pojazd nieustalony;2006;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - pojazd nieustalony;2007;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - pojazd nieustalony;2008;-;szt.;województwo
400000;KUJAWSKO-POMORSKIE;inne pojazdy - pojazd nieustalony;2009;-;szt.;województwo
