Kod;Nazwa;Ważniejsze przyczyny wypadków;Rok;Wartosc;Jednostka miary;Region_Type
800000;LUBUSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2016;145;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2017;137;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2018;119;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2019;135;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2020;118;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2021;108;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2022;87;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2023;66;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2014;36;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2015;50;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2016;37;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2017;39;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2018;37;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2019;30;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2020;36;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2021;30;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2022;48;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2023;30;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2014;95;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2015;82;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2016;105;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2017;95;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2018;90;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2019;75;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2020;68;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2021;60;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2022;61;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2023;73;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2014;43;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2015;40;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2016;20;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2017;52;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2018;38;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2019;40;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2020;38;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2021;41;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2022;39;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2023;18;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - pozostałe;2014;134;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - pozostałe;2015;124;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - pozostałe;2016;142;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - pozostałe;2017;140;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - pozostałe;2018;146;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - pozostałe;2019;145;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - pozostałe;2020;115;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - pozostałe;2021;116;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - pozostałe;2022;111;szt.;województwo
800000;LUBUSKIE;wina kierujących pojazdami - pozostałe;2023;101;szt.;województwo
800000;LUBUSKIE;wina pieszych - ogółem;2014;40;szt.;województwo
800000;LUBUSKIE;wina pieszych - ogółem;2015;55;szt.;województwo
800000;LUBUSKIE;wina pieszych - ogółem;2016;50;szt.;województwo
800000;LUBUSKIE;wina pieszych - ogółem;2017;27;szt.;województwo
800000;LUBUSKIE;wina pieszych - ogółem;2018;32;szt.;województwo
800000;LUBUSKIE;wina pieszych - ogółem;2019;37;szt.;województwo
800000;LUBUSKIE;wina pieszych - ogółem;2020;30;szt.;województwo
800000;LUBUSKIE;wina pieszych - ogółem;2021;19;szt.;województwo
800000;LUBUSKIE;wina pieszych - ogółem;2022;24;szt.;województwo
800000;LUBUSKIE;wina pieszych - ogółem;2023;12;szt.;województwo
800000;LUBUSKIE;wina pieszych - nieostrożne wejście na jezdnię;2014;28;szt.;województwo
800000;LUBUSKIE;wina pieszych - nieostrożne wejście na jezdnię;2015;42;szt.;województwo
800000;LUBUSKIE;wina pieszych - nieostrożne wejście na jezdnię;2016;36;szt.;województwo
800000;LUBUSKIE;wina pieszych - nieostrożne wejście na jezdnię;2017;14;szt.;województwo
800000;LUBUSKIE;wina pieszych - nieostrożne wejście na jezdnię;2018;17;szt.;województwo
800000;LUBUSKIE;wina pieszych - nieostrożne wejście na jezdnię;2019;20;szt.;województwo
800000;LUBUSKIE;wina pieszych - nieostrożne wejście na jezdnię;2020;22;szt.;województwo
800000;LUBUSKIE;wina pieszych - nieostrożne wejście na jezdnię;2021;12;szt.;województwo
800000;LUBUSKIE;wina pieszych - nieostrożne wejście na jezdnię;2022;15;szt.;województwo
800000;LUBUSKIE;wina pieszych - nieostrożne wejście na jezdnię;2023;9;szt.;województwo
800000;LUBUSKIE;wina pieszych - pozostałe;2014;-;szt.;województwo
800000;LUBUSKIE;wina pieszych - pozostałe;2015;-;szt.;województwo
800000;LUBUSKIE;wina pieszych - pozostałe;2016;-;szt.;województwo
800000;LUBUSKIE;wina pieszych - pozostałe;2017;-;szt.;województwo
800000;LUBUSKIE;wina pieszych - pozostałe;2018;-;szt.;województwo
800000;LUBUSKIE;wina pieszych - pozostałe;2019;-;szt.;województwo
800000;LUBUSKIE;wina pieszych - pozostałe;2020;-;szt.;województwo
800000;LUBUSKIE;wina pieszych - pozostałe;2021;7;szt.;województwo
800000;LUBUSKIE;wina pieszych - pozostałe;2022;9;szt.;województwo
800000;LUBUSKIE;wina pieszych - pozostałe;2023;3;szt.;województwo
800000;LUBUSKIE;wina pasażerów;2014;-;szt.;województwo
800000;LUBUSKIE;wina pasażerów;2015;-;szt.;województwo
800000;LUBUSKIE;wina pasażerów;2016;-;szt.;województwo
800000;LUBUSKIE;wina pasażerów;2017;-;szt.;województwo
800000;LUBUSKIE;wina pasażerów;2018;-;szt.;województwo
800000;LUBUSKIE;wina pasażerów;2019;-;szt.;województwo
800000;LUBUSKIE;wina pasażerów;2020;-;szt.;województwo
800000;LUBUSKIE;wina pasażerów;2021;-;szt.;województwo
800000;LUBUSKIE;wina pasażerów;2022;-;szt.;województwo
800000;LUBUSKIE;wina pasażerów;2023;0;szt.;województwo
800000;LUBUSKIE;współwina;2014;-;szt.;województwo
800000;LUBUSKIE;współwina;2015;-;szt.;województwo
800000;LUBUSKIE;współwina;2016;-;szt.;województwo
800000;LUBUSKIE;współwina;2017;-;szt.;województwo
800000;LUBUSKIE;współwina;2018;-;szt.;województwo
800000;LUBUSKIE;współwina;2019;-;szt.;województwo
800000;LUBUSKIE;współwina;2020;-;szt.;województwo
800000;LUBUSKIE;współwina;2021;-;szt.;województwo
800000;LUBUSKIE;współwina;2022;-;szt.;województwo
800000;LUBUSKIE;współwina;2023;1;szt.;województwo
800000;LUBUSKIE;pozostałe przyczyny;2014;-;szt.;województwo
800000;LUBUSKIE;pozostałe przyczyny;2015;-;szt.;województwo
800000;LUBUSKIE;pozostałe przyczyny;2016;-;szt.;województwo
800000;LUBUSKIE;pozostałe przyczyny;2017;-;szt.;województwo
800000;LUBUSKIE;pozostałe przyczyny;2018;-;szt.;województwo
800000;LUBUSKIE;pozostałe przyczyny;2019;-;szt.;województwo
800000;LUBUSKIE;pozostałe przyczyny;2020;-;szt.;województwo
800000;LUBUSKIE;pozostałe przyczyny;2021;-;szt.;województwo
800000;LUBUSKIE;pozostałe przyczyny;2022;-;szt.;województwo
800000;LUBUSKIE;pozostałe przyczyny;2023;11;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2014;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2015;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2016;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2017;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2018;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2019;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2020;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2021;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2022;-;szt.;województwo
1000000;ŁÓDZKIE;ogółem;2023;2126;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - ogółem;2014;3409;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - ogółem;2015;3454;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - ogółem;2016;3729;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - ogółem;2017;3343;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - ogółem;2018;3307;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - ogółem;2019;2928;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - ogółem;2020;2199;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - ogółem;2021;2093;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - ogółem;2022;1997;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - ogółem;2023;1944;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2014;777;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2015;837;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2016;898;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2017;813;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2018;739;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2019;749;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2020;576;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2021;518;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2022;444;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2023;391;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2014;1140;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2015;1098;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2016;1115;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2017;1086;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2018;939;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2019;809;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2020;653;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2021;577;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2022;532;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2023;472;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2014;155;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2015;148;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2016;141;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2017;130;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2018;142;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2019;106;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2020;105;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2021;87;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2022;63;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2023;75;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2014;458;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2015;513;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2016;548;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2017;417;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2018;442;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2019;362;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2020;280;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2021;265;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2022;300;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2023;329;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2014;199;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2015;209;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2016;240;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2017;192;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2018;220;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2019;197;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2020;123;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2021;111;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2022;123;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2023;143;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - pozostałe;2014;680;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - pozostałe;2015;649;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - pozostałe;2016;787;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - pozostałe;2017;705;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - pozostałe;2018;825;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - pozostałe;2019;705;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - pozostałe;2020;462;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - pozostałe;2021;535;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - pozostałe;2022;535;szt.;województwo
1000000;ŁÓDZKIE;wina kierujących pojazdami - pozostałe;2023;534;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - ogółem;2014;334;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - ogółem;2015;285;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - ogółem;2016;284;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - ogółem;2017;231;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - ogółem;2018;229;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - ogółem;2019;169;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - ogółem;2020;133;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - ogółem;2021;115;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - ogółem;2022;111;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - ogółem;2023;85;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - nieostrożne wejście na jezdnię;2014;228;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - nieostrożne wejście na jezdnię;2015;189;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - nieostrożne wejście na jezdnię;2016;176;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - nieostrożne wejście na jezdnię;2017;141;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - nieostrożne wejście na jezdnię;2018;128;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - nieostrożne wejście na jezdnię;2019;93;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - nieostrożne wejście na jezdnię;2020;89;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - nieostrożne wejście na jezdnię;2021;74;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - nieostrożne wejście na jezdnię;2022;72;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - nieostrożne wejście na jezdnię;2023;49;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - pozostałe;2014;-;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - pozostałe;2015;-;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - pozostałe;2016;-;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - pozostałe;2017;-;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - pozostałe;2018;-;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - pozostałe;2019;-;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - pozostałe;2020;-;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - pozostałe;2021;41;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - pozostałe;2022;39;szt.;województwo
1000000;ŁÓDZKIE;wina pieszych - pozostałe;2023;36;szt.;województwo
1000000;ŁÓDZKIE;wina pasażerów;2014;-;szt.;województwo
1000000;ŁÓDZKIE;wina pasażerów;2015;-;szt.;województwo
1000000;ŁÓDZKIE;wina pasażerów;2016;-;szt.;województwo
1000000;ŁÓDZKIE;wina pasażerów;2017;-;szt.;województwo
1000000;ŁÓDZKIE;wina pasażerów;2018;-;szt.;województwo
1000000;ŁÓDZKIE;wina pasażerów;2019;-;szt.;województwo
1000000;ŁÓDZKIE;wina pasażerów;2020;-;szt.;województwo
1000000;ŁÓDZKIE;wina pasażerów;2021;-;szt.;województwo
1000000;ŁÓDZKIE;wina pasażerów;2022;-;szt.;województwo
1000000;ŁÓDZKIE;wina pasażerów;2023;34;szt.;województwo
1000000;ŁÓDZKIE;współwina;2014;-;szt.;województwo
1000000;ŁÓDZKIE;współwina;2015;-;szt.;województwo
1000000;ŁÓDZKIE;współwina;2016;-;szt.;województwo
1000000;ŁÓDZKIE;współwina;2017;-;szt.;województwo
1000000;ŁÓDZKIE;współwina;2018;-;szt.;województwo
1000000;ŁÓDZKIE;współwina;2019;-;szt.;województwo
1000000;ŁÓDZKIE;współwina;2020;-;szt.;województwo
1000000;ŁÓDZKIE;współwina;2021;-;szt.;województwo
1000000;ŁÓDZKIE;współwina;2022;-;szt.;województwo
1000000;ŁÓDZKIE;współwina;2023;16;szt.;województwo
1000000;ŁÓDZKIE;pozostałe przyczyny;2014;-;szt.;województwo
1000000;ŁÓDZKIE;pozostałe przyczyny;2015;-;szt.;województwo
1000000;ŁÓDZKIE;pozostałe przyczyny;2016;-;szt.;województwo
1000000;ŁÓDZKIE;pozostałe przyczyny;2017;-;szt.;województwo
1000000;ŁÓDZKIE;pozostałe przyczyny;2018;-;szt.;województwo
1000000;ŁÓDZKIE;pozostałe przyczyny;2019;-;szt.;województwo
1000000;ŁÓDZKIE;pozostałe przyczyny;2020;-;szt.;województwo
1000000;ŁÓDZKIE;pozostałe przyczyny;2021;-;szt.;województwo
1000000;ŁÓDZKIE;pozostałe przyczyny;2022;-;szt.;województwo
1000000;ŁÓDZKIE;pozostałe przyczyny;2023;47;szt.;województwo
1200000;MAŁOPOLSKIE;ogółem;2014;-;szt.;województwo
1200000;MAŁOPOLSKIE;ogółem;2015;-;szt.;województwo
1200000;MAŁOPOLSKIE;ogółem;2016;-;szt.;województwo
1200000;MAŁOPOLSKIE;ogółem;2017;-;szt.;województwo
1200000;MAŁOPOLSKIE;ogółem;2018;-;szt.;województwo
1200000;MAŁOPOLSKIE;ogółem;2019;-;szt.;województwo
1200000;MAŁOPOLSKIE;ogółem;2020;-;szt.;województwo
1200000;MAŁOPOLSKIE;ogółem;2021;-;szt.;województwo
1200000;MAŁOPOLSKIE;ogółem;2022;-;szt.;województwo
1200000;MAŁOPOLSKIE;ogółem;2023;2204;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - ogółem;2014;3145;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - ogółem;2015;3114;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - ogółem;2016;3351;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - ogółem;2017;3078;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - ogółem;2018;2946;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - ogółem;2019;2739;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - ogółem;2020;1957;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - ogółem;2021;1978;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - ogółem;2022;2010;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - ogółem;2023;1978;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2014;865;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2015;773;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2016;808;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2017;749;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2018;644;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2019;642;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2020;503;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2021;518;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2022;477;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2023;487;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2014;746;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2015;721;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2016;744;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2017;714;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2018;667;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2019;623;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2020;443;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2021;458;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2022;421;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2023;396;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2014;129;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2015;139;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2016;125;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2017;115;szt.;województwo
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2018;102;szt.;województwo
